oci,citing,cited,creation,timespan,journal_sc,author_sc
06440132232-06603691340,omid:br/06440132232,omid:br/06603691340,2023-09-04,P2Y10M9D,no,no
06440132232-061601061458,omid:br/06440132232,omid:br/061601061458,2023-09-04,P6Y5M20D,no,no
06440132232-061401923755,omid:br/06440132232,omid:br/061401923755,2023-09-04,P5Y4M14D,no,no
06440132232-061401923767,omid:br/06440132232,omid:br/061401923767,2023-09-04,P7Y4M17D,no,no
06440132232-061201935912,omid:br/06440132232,omid:br/061201935912,2023-09-04,P4Y8M8D,no,no
06440132232-061603813280,omid:br/06440132232,omid:br/061603813280,2023-09-04,,no,no
06440132232-06360128567,omid:br/06440132232,omid:br/06360128567,2023-09-04,,no,no
06440132232-06360128557,omid:br/06440132232,omid:br/06360128557,2023-09-04,,no,no
06440132232-06801763991,omid:br/06440132232,omid:br/06801763991,2023-09-04,P9Y2M24D,no,no
06440132232-06101532609,omid:br/06440132232,omid:br/06101532609,2023-09-04,P1Y3M8D,no,no
06440132232-061401923756,omid:br/06440132232,omid:br/061401923756,2023-09-04,P6Y0M12D,no,no
06440132232-06360128568,omid:br/06440132232,omid:br/06360128568,2023-09-04,,no,no
06440132232-06360128570,omid:br/06440132232,omid:br/06360128570,2023-09-04,,no,no
06440132232-06602383140,omid:br/06440132232,omid:br/06602383140,2023-09-04,P2Y5M20D,no,no
06440132232-06360128573,omid:br/06440132232,omid:br/06360128573,2023-09-04,,no,no
06440132232-06704408516,omid:br/06440132232,omid:br/06704408516,2023-09-04,P1Y7M15D,no,no
06440132232-061401900537,omid:br/06440132232,omid:br/061401900537,2023-09-04,P6Y8M5D,no,no
06440132232-06360128578,omid:br/06440132232,omid:br/06360128578,2023-09-04,,no,no
06440132232-061902496419,omid:br/06440132232,omid:br/061902496419,2023-09-04,P7Y8M,no,no
06440132232-06360128569,omid:br/06440132232,omid:br/06360128569,2023-09-04,,no,no
06440132232-061401923763,omid:br/06440132232,omid:br/061401923763,2023-09-04,P11Y0M2D,no,no
06440132232-061101713391,omid:br/06440132232,omid:br/061101713391,2023-09-04,P1Y8M11D,no,no
06440132232-061102322861,omid:br/06440132232,omid:br/061102322861,2023-09-04,P4Y,no,no
06440132232-06150543795,omid:br/06440132232,omid:br/06150543795,2023-09-04,P5Y9M3D,no,no
06440132232-06360128565,omid:br/06440132232,omid:br/06360128565,2023-09-04,,no,no
06440132232-061101713406,omid:br/06440132232,omid:br/061101713406,2023-09-04,P3Y,no,no
06440132232-0641097490,omid:br/06440132232,omid:br/0641097490,2023-09-04,,no,no
06440132232-061401923753,omid:br/06440132232,omid:br/061401923753,2023-09-04,P5Y7M20D,no,no
06440132232-06360128575,omid:br/06440132232,omid:br/06360128575,2023-09-04,,no,no
06440132232-061401923764,omid:br/06440132232,omid:br/061401923764,2023-09-04,P10Y0M30D,no,no
06440132232-061401923777,omid:br/06440132232,omid:br/061401923777,2023-09-04,P5Y0M25D,no,no
06440132232-061401923778,omid:br/06440132232,omid:br/061401923778,2023-09-04,P8Y2M16D,no,no
06440132232-06360128577,omid:br/06440132232,omid:br/06360128577,2023-09-04,,no,no
06440132232-061701738852,omid:br/06440132232,omid:br/061701738852,2023-09-04,P9Y5M7D,no,no
06440132232-06110324449,omid:br/06440132232,omid:br/06110324449,2023-09-04,P4Y,no,no
06440132232-06360128576,omid:br/06440132232,omid:br/06360128576,2023-09-04,,no,no
06440132232-062602359836,omid:br/06440132232,omid:br/062602359836,2023-09-04,,no,no
06440132232-061701831142,omid:br/06440132232,omid:br/061701831142,2023-09-04,P2Y,no,no
06440132232-06360128563,omid:br/06440132232,omid:br/06360128563,2023-09-04,,no,no
06440132232-06360128571,omid:br/06440132232,omid:br/06360128571,2023-09-04,,no,no
06440132232-06360128564,omid:br/06440132232,omid:br/06360128564,2023-09-04,,no,no
06440132232-06360128558,omid:br/06440132232,omid:br/06360128558,2023-09-04,,no,no
06440132232-061601061459,omid:br/06440132232,omid:br/061601061459,2023-09-04,P5Y5M20D,no,no
06440132232-06360128560,omid:br/06440132232,omid:br/06360128560,2023-09-04,,no,no
06440132232-06360128579,omid:br/06440132232,omid:br/06360128579,2023-09-04,,no,no
06440132232-06210775004,omid:br/06440132232,omid:br/06210775004,2023-09-04,P3Y4M,no,no
06440132232-06360128572,omid:br/06440132232,omid:br/06360128572,2023-09-04,,no,no
06440132232-06360128561,omid:br/06440132232,omid:br/06360128561,2023-09-04,,no,no
0645072130-062602365577,omid:br/0645072130,omid:br/062602365577,2023,P1Y,no,no
0645072130-06120814927,omid:br/0645072130,omid:br/06120814927,2023,P2Y,no,no
0645072130-06190577226,omid:br/0645072130,omid:br/06190577226,2023,P7Y,no,no
0645072130-06130287323,omid:br/0645072130,omid:br/06130287323,2023,P1Y,no,no
06480186984-06602591310,omid:br/06480186984,omid:br/06602591310,2022-12-19,P10Y11M,no,no
06480186984-0670228193,omid:br/06480186984,omid:br/0670228193,2022-12-19,P8Y,no,no
06480186984-06202939399,omid:br/06480186984,omid:br/06202939399,2022-12-19,P10Y,no,no
06480186984-06530161675,omid:br/06480186984,omid:br/06530161675,2022-12-19,,no,no
06480186984-06530161678,omid:br/06480186984,omid:br/06530161678,2022-12-19,,no,no
06480186984-06530161677,omid:br/06480186984,omid:br/06530161677,2022-12-19,,no,no
06480186984-061501447996,omid:br/06480186984,omid:br/061501447996,2022-12-19,P4Y9M18D,no,no
06480186984-06201312102,omid:br/06480186984,omid:br/06201312102,2022-12-19,P38Y4M,no,no
06480186984-061903705872,omid:br/06480186984,omid:br/061903705872,2022-12-19,P0Y,no,no
06480186984-061103047361,omid:br/06480186984,omid:br/061103047361,2022-12-19,P19Y9M13D,no,no
06480186984-061702418571,omid:br/06480186984,omid:br/061702418571,2022-12-19,P10Y,no,no
06480186984-06401839912,omid:br/06480186984,omid:br/06401839912,2022-12-19,P68Y4M,no,no
06480186984-0630347651,omid:br/06480186984,omid:br/0630347651,2022-12-19,P5Y9M18D,no,no
06480186984-0603925359,omid:br/06480186984,omid:br/0603925359,2022-12-19,P5Y,no,yes
06480186984-062602931579,omid:br/06480186984,omid:br/062602931579,2022-12-19,P8Y11M5D,no,no
06480186984-06110842452,omid:br/06480186984,omid:br/06110842452,2022-12-19,P2Y7M6D,no,no
06480186984-061501602182,omid:br/06480186984,omid:br/061501602182,2022-12-19,P20Y5M17D,no,no
06480186984-061202776008,omid:br/06480186984,omid:br/061202776008,2022-12-19,P39Y1M29D,no,no
06480186984-061102366032,omid:br/06480186984,omid:br/061102366032,2022-12-19,P4Y11M4D,no,no
06480186984-06102953516,omid:br/06480186984,omid:br/06102953516,2022-12-19,P10Y,no,no
06480186984-061201935835,omid:br/06480186984,omid:br/061201935835,2022-12-19,P3Y1M14D,no,no
06480186984-06702496399,omid:br/06480186984,omid:br/06702496399,2022-12-19,P1Y5M24D,no,yes
06480186984-0610117240,omid:br/06480186984,omid:br/0610117240,2022-12-19,P8Y5M15D,no,no
06480186984-06102953533,omid:br/06480186984,omid:br/06102953533,2022-12-19,P10Y,no,no
06480186984-06120478844,omid:br/06480186984,omid:br/06120478844,2022-12-19,P11Y11M5D,no,no
06480186984-061502492486,omid:br/06480186984,omid:br/061502492486,2022-12-19,P6Y,no,no
06480186984-0670606277,omid:br/06480186984,omid:br/0670606277,2022-12-19,P20Y,no,no
06480186984-061301825839,omid:br/06480186984,omid:br/061301825839,2022-12-19,P3Y6M18D,no,no
06480186984-06202938562,omid:br/06480186984,omid:br/06202938562,2022-12-19,P10Y,no,no
06480186984-061501811637,omid:br/06480186984,omid:br/061501811637,2022-12-19,P9Y8M15D,no,no
06480186984-06102354565,omid:br/06480186984,omid:br/06102354565,2022-12-19,P2Y,no,no
06480186984-06530161674,omid:br/06480186984,omid:br/06530161674,2022-12-19,,no,no
06480186984-061301825900,omid:br/06480186984,omid:br/061301825900,2022-12-19,P11Y,no,no
06480186984-061402526155,omid:br/06480186984,omid:br/061402526155,2022-12-19,P8Y3M,no,no
06480186984-0670606275,omid:br/06480186984,omid:br/0670606275,2022-12-19,P20Y,no,no
06480186984-06502503993,omid:br/06480186984,omid:br/06502503993,2022-12-19,P4Y1M4D,no,no
06480186984-061501447998,omid:br/06480186984,omid:br/061501447998,2022-12-19,P4Y9M18D,no,no
06480186984-061101713434,omid:br/06480186984,omid:br/061101713434,2022-12-19,P3Y,no,no
06480186984-06530161676,omid:br/06480186984,omid:br/06530161676,2022-12-19,,no,no
06480186984-061902393991,omid:br/06480186984,omid:br/061902393991,2022-12-19,P9Y8M18D,no,no
06480186984-061701738833,omid:br/06480186984,omid:br/061701738833,2022-12-19,P8Y2M18D,no,no
06480186984-06530161679,omid:br/06480186984,omid:br/06530161679,2022-12-19,,no,no
06480186984-06202229046,omid:br/06480186984,omid:br/06202229046,2022-12-19,P13Y5M19D,no,no
06480186986-062402834731,omid:br/06480186986,omid:br/062402834731,2022-11-23,P17Y11M24D,no,no
06480186986-061403013288,omid:br/06480186986,omid:br/061403013288,2022-11-23,P14Y5M,no,no
06480186986-06202608242,omid:br/06480186986,omid:br/06202608242,2022-11-23,P5Y,no,no
06480186986-06230784037,omid:br/06480186986,omid:br/06230784037,2022-11-23,P6Y4M,no,no
06480186986-06202229046,omid:br/06480186986,omid:br/06202229046,2022-11-23,P13Y4M24D,no,no
06480186988-06602076013,omid:br/06480186988,omid:br/06602076013,2022-12-08,P2Y4M18D,no,no
06480186988-061802876439,omid:br/06480186988,omid:br/061802876439,2022-12-08,P1Y1M2D,no,no
06480186988-06260506697,omid:br/06480186988,omid:br/06260506697,2022-12-08,P50Y0M,no,no
06480186988-061503305834,omid:br/06480186988,omid:br/061503305834,2022-12-08,P27Y3M,no,no
06480186988-061101206015,omid:br/06480186988,omid:br/061101206015,2022-12-08,P62Y8M,no,no
06480186988-06602076098,omid:br/06480186988,omid:br/06602076098,2022-12-08,P2Y4M18D,no,no
06480186988-061203898386,omid:br/06480186988,omid:br/061203898386,2022-12-08,,no,no
06480186988-061702286332,omid:br/06480186988,omid:br/061702286332,2022-12-08,P3Y,no,no
06480186988-061203898387,omid:br/06480186988,omid:br/061203898387,2022-12-08,,no,no
06480186988-061203898385,omid:br/06480186988,omid:br/061203898385,2022-12-08,,no,no
06480186988-06440130563,omid:br/06480186988,omid:br/06440130563,2022-12-08,,no,no
06480186988-06902349857,omid:br/06480186988,omid:br/06902349857,2022-12-08,P4Y2M5D,no,no
06480186988-061701996457,omid:br/06480186988,omid:br/061701996457,2022-12-08,P5Y11M18D,yes,no
06480186988-062402210653,omid:br/06480186988,omid:br/062402210653,2022-12-08,P3Y3M19D,no,no
06480186994-06202677598,omid:br/06480186994,omid:br/06202677598,2023-01-30,P8Y,no,no
06480186994-061701739406,omid:br/06480186994,omid:br/061701739406,2023-01-30,P29Y3M29D,no,no
06480186994-0670228704,omid:br/06480186994,omid:br/0670228704,2023-01-30,P14Y,no,no
06480186994-061701739421,omid:br/06480186994,omid:br/061701739421,2023-01-30,P24Y4M29D,no,no
06480186994-062302517390,omid:br/06480186994,omid:br/062302517390,2023-01-30,P9Y,no,no
06480186994-061401016586,omid:br/06480186994,omid:br/061401016586,2023-01-30,P23Y7M,no,no
06480186994-06903096558,omid:br/06480186994,omid:br/06903096558,2023-01-30,P57Y,no,no
06480186994-061902215909,omid:br/06480186994,omid:br/061902215909,2023-01-30,P4Y11M10D,no,no
06480186994-06102780165,omid:br/06480186994,omid:br/06102780165,2023-01-30,P10Y9M,no,no
06480186994-061701739305,omid:br/06480186994,omid:br/061701739305,2023-01-30,P20Y4M29D,no,no
06480186994-061902229610,omid:br/06480186994,omid:br/061902229610,2023-01-30,P5Y,no,no
06480186994-0627076489,omid:br/06480186994,omid:br/0627076489,2023-01-30,,no,no
06480186994-06190960606,omid:br/06480186994,omid:br/06190960606,2023-01-30,P11Y1M17D,no,no
06480186994-0621042721,omid:br/06480186994,omid:br/0621042721,2023-01-30,P3Y,no,no
06480186994-061201936120,omid:br/06480186994,omid:br/061201936120,2023-01-30,P7Y3M11D,no,no
06480186994-061701739071,omid:br/06480186994,omid:br/061701739071,2023-01-30,P14Y4M1D,no,no
06480186994-061701996448,omid:br/06480186994,omid:br/061701996448,2023-01-30,P3Y0M5D,yes,no
06480186994-061902336900,omid:br/06480186994,omid:br/061902336900,2023-01-30,P4Y6M21D,no,no
06480186994-0660681080,omid:br/06480186994,omid:br/0660681080,2023-01-30,P3Y10M,no,no
06480186994-061902116964,omid:br/06480186994,omid:br/061902116964,2023-01-30,P11Y5M27D,no,no
06480186994-06202312434,omid:br/06480186994,omid:br/06202312434,2023-01-30,P13Y,no,no
06480186994-062403109013,omid:br/06480186994,omid:br/062403109013,2023-01-30,P4Y9M,no,no
06480186994-0660345643,omid:br/06480186994,omid:br/0660345643,2023-01-30,P5Y8M26D,no,no
06480186994-06120291542,omid:br/06480186994,omid:br/06120291542,2023-01-30,P3Y4M,no,no
06480186994-061701996461,omid:br/06480186994,omid:br/061701996461,2023-01-30,P6Y8M7D,yes,no
06480186994-0627076490,omid:br/06480186994,omid:br/0627076490,2023-01-30,,no,no
06480186994-06103047661,omid:br/06480186994,omid:br/06103047661,2023-01-30,P4Y5M21D,no,no
06480186994-061503295264,omid:br/06480186994,omid:br/061503295264,2023-01-30,P31Y0M,no,no
06480186994-061602420524,omid:br/06480186994,omid:br/061602420524,2023-01-30,P13Y,no,no
06480186994-061903196306,omid:br/06480186994,omid:br/061903196306,2023-01-30,P14Y7M11D,no,no
06480186995-06203012929,omid:br/06480186995,omid:br/06203012929,2022-12-28,P7Y4M27D,no,no
06480186995-062201173401,omid:br/06480186995,omid:br/062201173401,2022-12-28,P1Y6M27D,no,no
06480186995-061703851253,omid:br/06480186995,omid:br/061703851253,2022-12-28,,no,no
06480186995-061503318851,omid:br/06480186995,omid:br/061503318851,2022-12-28,P3Y2M,no,no
06480186995-06902804416,omid:br/06480186995,omid:br/06902804416,2022-12-28,P20Y0M16D,no,no
06480186995-06230275146,omid:br/06480186995,omid:br/06230275146,2022-12-28,P2Y6M6D,no,no
06480186995-06250268169,omid:br/06480186995,omid:br/06250268169,2022-12-28,P31Y1M27D,no,no
06480186995-06801189511,omid:br/06480186995,omid:br/06801189511,2022-12-28,P3Y7M27D,no,no
06480186995-062301316664,omid:br/06480186995,omid:br/062301316664,2022-12-28,P27Y11M,no,no
06480186995-061102204305,omid:br/06480186995,omid:br/061102204305,2022-12-28,P1Y5M27D,no,no
06480186995-06250645806,omid:br/06480186995,omid:br/06250645806,2022-12-28,P24Y8M,no,no
06480186995-06110656732,omid:br/06480186995,omid:br/06110656732,2022-12-28,P3Y11M,no,no
06480186995-0639038774,omid:br/06480186995,omid:br/0639038774,2022-12-28,P34Y10M,no,no
06480186995-061503318932,omid:br/06480186995,omid:br/061503318932,2022-12-28,P4Y3M28D,no,no
06480186995-06101200624,omid:br/06480186995,omid:br/06101200624,2022-12-28,P5Y7M27D,no,no
06480186995-06230275170,omid:br/06480186995,omid:br/06230275170,2022-12-28,P2Y11M21D,no,no
06480186995-062501180924,omid:br/06480186995,omid:br/062501180924,2022-12-28,P11Y0M27D,no,no
06480186995-061703851254,omid:br/06480186995,omid:br/061703851254,2022-12-28,,no,no
06480186995-061104264127,omid:br/06480186995,omid:br/061104264127,2022-12-28,,no,no
06480186995-062601632899,omid:br/06480186995,omid:br/062601632899,2022-12-28,P36Y4M,no,no
06480186995-06230275137,omid:br/06480186995,omid:br/06230275137,2022-12-28,P2Y2M20D,no,no
06480186995-062102653813,omid:br/06480186995,omid:br/062102653813,2022-12-28,P13Y,no,no
06480186995-0613065124,omid:br/06480186995,omid:br/0613065124,2022-12-28,P1Y10M,no,no
06480186995-06103689749,omid:br/06480186995,omid:br/06103689749,2022-12-28,P23Y0M,no,no
06480186995-06230275701,omid:br/06480186995,omid:br/06230275701,2022-12-28,P13Y7M,no,no
06480186995-06603167332,omid:br/06480186995,omid:br/06603167332,2022-12-28,P17Y10M,no,no
06480186995-061703851250,omid:br/06480186995,omid:br/061703851250,2022-12-28,,no,no
06480186995-062601632663,omid:br/06480186995,omid:br/062601632663,2022-12-28,P12Y6M27D,no,no
06480186995-0690218612,omid:br/06480186995,omid:br/0690218612,2022-12-28,P1Y10M13D,no,no
06480186995-061902888596,omid:br/06480186995,omid:br/061902888596,2022-12-28,P2Y6M,no,no
06480186995-062046243,omid:br/06480186995,omid:br/062046243,2022-12-28,P2Y10M25D,no,no
06480186995-06130844385,omid:br/06480186995,omid:br/06130844385,2022-12-28,P8Y6M,no,no
06480186995-061803084159,omid:br/06480186995,omid:br/061803084159,2022-12-28,P14Y10M,no,no
06480186995-06101496456,omid:br/06480186995,omid:br/06101496456,2022-12-28,P62Y5M,no,no
06480186995-061503319170,omid:br/06480186995,omid:br/061503319170,2022-12-28,P8Y0M12D,no,no
06480186995-061502828168,omid:br/06480186995,omid:br/061502828168,2022-12-28,P4Y11M,no,no
06480186995-061703851252,omid:br/06480186995,omid:br/061703851252,2022-12-28,,no,no
06480186995-06101588796,omid:br/06480186995,omid:br/06101588796,2022-12-28,P10Y8M16D,no,no
06480186995-06120641394,omid:br/06480186995,omid:br/06120641394,2022-12-28,P3Y10M24D,no,no
06480186995-061402175851,omid:br/06480186995,omid:br/061402175851,2022-12-28,P3Y3M,no,no
06480186995-06603167444,omid:br/06480186995,omid:br/06603167444,2022-12-28,P20Y0M,no,no
06480186995-06160803930,omid:br/06480186995,omid:br/06160803930,2022-12-28,P2Y10M14D,no,no
06480186995-06403174220,omid:br/06480186995,omid:br/06403174220,2022-12-28,P39Y6M,no,no
06480186995-062502563210,omid:br/06480186995,omid:br/062502563210,2022-12-28,P10Y10M27D,no,no
06480186995-06102953533,omid:br/06480186995,omid:br/06102953533,2022-12-28,P10Y,no,no
06480186995-0630488304,omid:br/06480186995,omid:br/0630488304,2022-12-28,P48Y11M,no,no
06480186995-06602986264,omid:br/06480186995,omid:br/06602986264,2022-12-28,P6Y8M26D,no,no
06480186995-06230275476,omid:br/06480186995,omid:br/06230275476,2022-12-28,P10Y1M27D,no,no
06480186995-062501189687,omid:br/06480186995,omid:br/062501189687,2022-12-28,P16Y5M7D,no,no
06480186995-0680320788,omid:br/06480186995,omid:br/0680320788,2022-12-28,P19Y,no,no
06480186995-06170108306,omid:br/06480186995,omid:br/06170108306,2022-12-28,P9Y5M,no,no
06480186995-061402175809,omid:br/06480186995,omid:br/061402175809,2022-12-28,P1Y9M27D,no,no
06480186995-061102204395,omid:br/06480186995,omid:br/061102204395,2022-12-28,P3Y2M27D,no,no
06480186995-06502317331,omid:br/06480186995,omid:br/06502317331,2022-12-28,P1Y5M9D,no,no
06480186995-061102204315,omid:br/06480186995,omid:br/061102204315,2022-12-28,P1Y8M27D,no,no
06480186995-06150398268,omid:br/06480186995,omid:br/06150398268,2022-12-28,P24Y0M,no,no
06480186995-061602211691,omid:br/06480186995,omid:br/061602211691,2022-12-28,P9Y0M27D,no,no
06480186995-061101805599,omid:br/06480186995,omid:br/061101805599,2022-12-28,P6Y5M23D,no,no
06480186995-061101526938,omid:br/06480186995,omid:br/061101526938,2022-12-28,P7Y4M23D,no,no
06480186995-06501033754,omid:br/06480186995,omid:br/06501033754,2022-12-28,P3Y3M3D,no,no
06480186995-06503398792,omid:br/06480186995,omid:br/06503398792,2022-12-28,,no,no
06480186995-062202200953,omid:br/06480186995,omid:br/062202200953,2022-12-28,P18Y11M,no,no
06480186995-0640279758,omid:br/06480186995,omid:br/0640279758,2022-12-28,P27Y2M,no,no
06480186995-062502139964,omid:br/06480186995,omid:br/062502139964,2022-12-28,P13Y,no,no
06480186995-06301363204,omid:br/06480186995,omid:br/06301363204,2022-12-28,P6Y2M,no,no
06480186995-06210892848,omid:br/06480186995,omid:br/06210892848,2022-12-28,P8Y2M18D,no,no
06480186995-061703851249,omid:br/06480186995,omid:br/061703851249,2022-12-28,,no,no
06480186995-061402175852,omid:br/06480186995,omid:br/061402175852,2022-12-28,P3Y5M,no,no
06480186995-06202416486,omid:br/06480186995,omid:br/06202416486,2022-12-28,P15Y0M,no,no
06480186995-0638038212,omid:br/06480186995,omid:br/0638038212,2022-12-28,P24Y,no,no
06480186995-061703851251,omid:br/06480186995,omid:br/061703851251,2022-12-28,,no,no
06480186995-06120396874,omid:br/06480186995,omid:br/06120396874,2022-12-28,P7Y1M5D,no,no
06480186995-061302964317,omid:br/06480186995,omid:br/061302964317,2022-12-28,P12Y,no,no
06480186995-061702793311,omid:br/06480186995,omid:br/061702793311,2022-12-28,P20Y0M7D,no,no
06480186995-061301937149,omid:br/06480186995,omid:br/061301937149,2022-12-28,P2Y8M,no,no
06480186995-062502562809,omid:br/06480186995,omid:br/062502562809,2022-12-28,P2Y3M27D,no,no
06480186995-061803500832,omid:br/06480186995,omid:br/061803500832,2022-12-28,P24Y10M,no,no
06480186995-06230275230,omid:br/06480186995,omid:br/06230275230,2022-12-28,P4Y6M22D,no,no
06480186995-061803310490,omid:br/06480186995,omid:br/061803310490,2022-12-28,P17Y7M10D,no,no
06480186995-06180298204,omid:br/06480186995,omid:br/06180298204,2022-12-28,P20Y8M,no,no
06480186995-062103339166,omid:br/06480186995,omid:br/062103339166,2022-12-28,P17Y2M13D,no,no
06480186995-061803486533,omid:br/06480186995,omid:br/061803486533,2022-12-28,P23Y,no,no
06480186995-0630972986,omid:br/06480186995,omid:br/0630972986,2022-12-28,P3Y3M8D,no,no
06480186995-062101877083,omid:br/06480186995,omid:br/062101877083,2022-12-28,P25Y8M,no,no
06480186995-062502032013,omid:br/06480186995,omid:br/062502032013,2022-12-28,P5Y8M,no,no
06480186995-06230275100,omid:br/06480186995,omid:br/06230275100,2022-12-28,P1Y6M24D,no,no
06480186995-06110431021,omid:br/06480186995,omid:br/06110431021,2022-12-28,P12Y3M25D,no,no
06480186995-06230640836,omid:br/06480186995,omid:br/06230640836,2022-12-28,P19Y1M,no,no
06480186996-0625052451,omid:br/06480186996,omid:br/0625052451,2023-03-21,P11Y,no,no
06480186996-061201993442,omid:br/06480186996,omid:br/061201993442,2023-03-21,P65Y2M21D,no,no
06480186996-062502562846,omid:br/06480186996,omid:br/062502562846,2023-03-21,P3Y5M24D,no,no
06480186996-06401839912,omid:br/06480186996,omid:br/06401839912,2023-03-21,P68Y7M,no,no
06480186996-061302279742,omid:br/06480186996,omid:br/061302279742,2023-03-21,P3Y5M26D,no,no
06480186996-06402358166,omid:br/06480186996,omid:br/06402358166,2023-03-21,P71Y2M,no,no
06480186996-06101697200,omid:br/06480186996,omid:br/06101697200,2023-03-21,P54Y,no,no
06480186996-062602177384,omid:br/06480186996,omid:br/062602177384,2023-03-21,P11Y,no,no
06480186996-06120478844,omid:br/06480186996,omid:br/06120478844,2023-03-21,P12Y2M7D,no,no
06480186996-06401193696,omid:br/06480186996,omid:br/06401193696,2023-03-21,P3Y1M,no,no
06480186996-061701385459,omid:br/06480186996,omid:br/061701385459,2023-03-21,P23Y0M20D,no,no
06480186996-061203479881,omid:br/06480186996,omid:br/061203479881,2023-03-21,P57Y5M,no,no
06480186996-061902393991,omid:br/06480186996,omid:br/061902393991,2023-03-21,P9Y11M20D,no,no
06480186996-062303880561,omid:br/06480186996,omid:br/062303880561,2023-03-21,P7Y3M20D,no,no
06490174943-06802415373,omid:br/06490174943,omid:br/06802415373,2022-12-07,P6Y10M25D,no,no
06490174943-06510145061,omid:br/06490174943,omid:br/06510145061,2022-12-07,,no,no
06490174943-061302235062,omid:br/06490174943,omid:br/061302235062,2022-12-07,P6Y2M24D,no,no
0649074407-061401750759,omid:br/0649074407,omid:br/061401750759,2023-06-07,P8Y5M19D,no,no
0649074407-06310123537,omid:br/0649074407,omid:br/06310123537,2023-06-07,,no,no
0649074407-062401423013,omid:br/0649074407,omid:br/062401423013,2023-06-07,P5Y0M,no,no
0649074407-0649074400,omid:br/0649074407,omid:br/0649074400,2023-06-07,P0Y6M6D,yes,no
0649074407-0649074413,omid:br/0649074407,omid:br/0649074413,2023-06-07,P0Y6M6D,yes,no
0649092833-06470100304,omid:br/0649092833,omid:br/06470100304,2022-12-26,,no,no
0649092833-06470100305,omid:br/0649092833,omid:br/06470100305,2022-12-26,,no,no
0649092833-06470100307,omid:br/0649092833,omid:br/06470100307,2022-12-26,,no,no
0649092833-06470100306,omid:br/0649092833,omid:br/06470100306,2022-12-26,,no,no
0650148656-0650148711,omid:br/0650148656,omid:br/0650148711,2020-01,P0Y1M,yes,no
0650148656-062302198197,omid:br/0650148656,omid:br/062302198197,2020-01,P2Y1M,no,no
0650148656-061602669355,omid:br/0650148656,omid:br/061602669355,2020-01,P1Y1M,no,no
0650148656-06902141604,omid:br/0650148656,omid:br/06902141604,2020-01,P1Y1M,no,no
0650148656-061602669260,omid:br/0650148656,omid:br/061602669260,2020-01,P0Y9M,no,no
0650148656-065097556,omid:br/0650148656,omid:br/065097556,2020-01,P0Y11M,no,no
06501619385-062102253907,omid:br/06501619385,omid:br/062102253907,2022,P2Y,no,no
06501619385-0650184381,omid:br/06501619385,omid:br/0650184381,2022,P12Y,no,no
06501619385-0630183688,omid:br/06501619385,omid:br/0630183688,2022,P3Y,no,no
06501619385-0630183674,omid:br/06501619385,omid:br/0630183674,2022,P2Y,no,no
06501619385-0650184447,omid:br/06501619385,omid:br/0650184447,2022,P12Y,no,no
06501619385-061201935945,omid:br/06501619385,omid:br/061201935945,2022,P3Y,no,no
06501619385-06402359672,omid:br/06501619385,omid:br/06402359672,2022,P24Y,no,no
06501619385-062101477639,omid:br/06501619385,omid:br/062101477639,2022,P5Y,no,no
06501619385-0650184169,omid:br/06501619385,omid:br/0650184169,2022,P11Y,no,no
06501619385-062602203282,omid:br/06501619385,omid:br/062602203282,2022,P1Y,no,no
06501619385-0630184374,omid:br/06501619385,omid:br/0630184374,2022,P5Y,no,no
06501619385-0650184784,omid:br/06501619385,omid:br/0650184784,2022,P14Y,no,no
06501619385-061402290493,omid:br/06501619385,omid:br/061402290493,2022,P4Y,no,no
06501619385-068064739,omid:br/06501619385,omid:br/068064739,2022,P11Y,no,no
06501619385-061403540067,omid:br/06501619385,omid:br/061403540067,2022,P12Y,no,no
06501619385-061803091292,omid:br/06501619385,omid:br/061803091292,2022,,no,no
06501619385-061903595210,omid:br/06501619385,omid:br/061903595210,2022,,no,no
06501619385-061403179752,omid:br/06501619385,omid:br/061403179752,2022,P13Y,no,no
06501619385-06102309329,omid:br/06501619385,omid:br/06102309329,2022,P7Y,no,no
06501619385-06120478844,omid:br/06501619385,omid:br/06120478844,2022,P10Y,no,no
06501619385-0630184393,omid:br/06501619385,omid:br/0630184393,2022,P5Y,no,no
06501619385-061302234249,omid:br/06501619385,omid:br/061302234249,2022,P5Y,no,no
06501619385-06101724914,omid:br/06501619385,omid:br/06101724914,2022,P14Y,no,no
06501619385-062101482634,omid:br/06501619385,omid:br/062101482634,2022,P37Y,no,no
06501619385-0630612701,omid:br/06501619385,omid:br/0630612701,2022,P41Y,no,no
06501619385-06402740085,omid:br/06501619385,omid:br/06402740085,2022,P4Y,no,no
06501619385-062503562630,omid:br/06501619385,omid:br/062503562630,2022,,no,no
06501619385-061201936123,omid:br/06501619385,omid:br/061201936123,2022,P6Y,no,no
06501619385-062102254064,omid:br/06501619385,omid:br/062102254064,2022,P2Y,no,no
06501619385-06703552769,omid:br/06501619385,omid:br/06703552769,2022,P11Y,no,no
06501619385-062202274101,omid:br/06501619385,omid:br/062202274101,2022,P2Y,no,yes
06501619385-062101477701,omid:br/06501619385,omid:br/062101477701,2022,P5Y,no,no
06501619385-061402265378,omid:br/06501619385,omid:br/061402265378,2022,P2Y,no,no
06501619385-0640188350,omid:br/06501619385,omid:br/0640188350,2022,P10Y,no,no
06501619385-061902400390,omid:br/06501619385,omid:br/061902400390,2022,P4Y,no,no
